vm_id,cpu_cores,ram,bandwidth_req,net_1_load,net_1_latency,net_1_bandwidth_avail,net_2_load,net_2_latency,net_2_bandwidth_avail,net_3_load,net_3_latency,net_3_bandwidth_avail,net_4_load,net_4_latency,net_4_bandwidth_avail,net_5_load,net_5_latency,net_5_bandwidth_avail,net_6_load,net_6_latency,net_6_bandwidth_avail,net_7_load,net_7_latency,net_7_bandwidth_avail,net_8_load,net_8_latency,net_8_bandwidth_avail,net_9_load,net_9_latency,net_9_bandwidth_avail,net_10_load,net_10_latency,net_10_bandwidth_avail,net_11_load,net_11_latency,net_11_bandwidth_avail,net_12_load,net_12_latency,net_12_bandwidth_avail,net_13_load,net_13_latency,net_13_bandwidth_avail,net_14_load,net_14_latency,net_14_bandwidth_avail,net_15_load,net_15_latency,net_15_bandwidth_avail,net_16_load,net_16_latency,net_16_bandwidth_avail,net_17_load,net_17_latency,net_17_bandwidth_avail,net_18_load,net_18_latency,net_18_bandwidth_avail,net_19_load,net_19_latency,net_19_bandwidth_avail,net_20_load,net_20_latency,net_20_bandwidth_avail,label_network_id,task_completion_time,throughput_achieved,task_type
608,1,4096,176,0.26,8.90,1006,0.03,5.38,656,0.28,9.15,1104,0.07,5.99,1155,0.13,6.96,878,0.18,12.72,986,0.21,13.21,1161,0.08,11.19,1142,0.19,12.87,1021,0.29,14.33,932,0.05,10.80,1061,0.23,13.39,1158,0.24,13.65,955,0.12,11.75,870,0.13,11.88,1066,0.18,22.65,900,0.23,23.43,1039,0.03,20.47,953,0.12,21.74,1173,0.28,24.20,931,2,10.00,156.90,cpu_bound
609,2,4096,150,0.15,7.22,1035,0.05,5.80,888,0.18,7.75,1013,0.26,8.95,1160,0.23,8.49,979,0.12,11.80,805,0.25,13.77,1075,0.02,10.27,1056,0.14,12.12,999,0.22,13.36,1195,0.08,11.15,879,0.08,11.25,1073,0.07,11.05,1042,0.24,13.62,867,0.01,10.12,957,0.08,21.18,1137,0.28,24.26,828,0.16,22.36,832,0.04,20.56,1011,0.25,23.75,1199,15,5.00,134.37,cpu_bound
611,2,4096,216,0.02,5.37,877,0.14,7.15,1125,0.12,6.77,1120,0.03,5.40,901,0.09,6.29,841,0.24,13.61,1190,0.25,13.71,934,0.19,12.90,1114,0.20,13.01,1193,0.26,13.91,1137,0.09,11.42,970,0.27,14.02,902,0.07,11.05,880,0.24,13.57,1162,0.21,13.17,982,0.18,22.64,1127,0.22,23.27,1087,0.14,22.13,1023,0.22,23.26,801,0.27,24.09,904,1,25.00,190.40,io_bound
613,2,2048,127,0.12,6.84,932,0.00,5.05,840,0.20,8.04,946,0.11,6.67,911,0.01,5.19,906,0.19,12.86,1012,0.15,12.25,948,0.12,11.78,886,0.24,13.55,1148,0.16,12.47,935,0.06,10.86,1001,0.19,12.83,1189,0.14,12.14,1037,0.24,13.54,1095,0.06,10.93,1191,0.19,22.81,1068,0.03,20.42,922,0.30,24.46,973,0.12,21.82,876,0.17,22.49,854,2,25.00,114.72,io_bound
616,2,4096,142,0.27,9.10,998,0.04,5.57,857,0.11,6.72,929,0.29,9.32,957,0.03,5.46,944,0.20,12.96,1041,0.20,13.05,1043,0.06,10.88,1059,0.08,11.20,903,0.04,10.66,991,0.09,11.29,1089,0.18,12.64,1086,0.05,10.73,934,0.05,10.72,1036,0.24,13.56,940,0.29,24.32,882,0.10,21.48,1048,0.23,23.43,984,0.06,20.83,1157,0.26,23.94,1099,5,5.00,133.81,cpu_bound
618,2,1024,230,0.13,6.92,1156,0.06,5.85,891,0.18,7.67,1160,0.12,6.86,1013,0.04,5.58,904,0.06,10.88,898,0.30,14.48,953,0.29,14.34,864,0.19,12.78,1022,0.14,12.17,1036,0.26,13.96,1137,0.21,13.17,994,0.22,13.25,934,0.12,11.73,907,0.11,11.69,954,0.10,21.55,1021,0.16,22.39,824,0.27,24.11,1081,0.10,21.51,925,0.28,24.23,968,5,5.00,200.15,cpu_bound
619,1,1024,247,0.19,7.78,918,0.08,6.13,849,0.22,8.28,1095,0.10,6.52,860,0.19,7.84,873,0.24,13.59,889,0.29,14.38,867,0.13,11.95,982,0.22,13.23,1146,0.06,10.94,948,0.18,12.68,802,0.09,11.33,857,0.08,11.23,1010,0.01,10.09,556,0.25,13.78,902,0.07,20.98,898,0.00,20.06,1141,0.13,21.95,936,0.23,23.40,803,0.20,22.93,880,14,10.00,242.99,cpu_bound
621,1,1024,160,0.08,6.27,970,0.18,7.68,844,0.27,9.07,847,0.17,7.53,928,0.08,6.18,1041,0.04,10.59,1190,0.16,12.45,1174,0.08,11.23,816,0.19,12.83,1041,0.25,13.80,962,0.00,10.03,842,0.05,10.73,1044,0.00,10.01,840,0.06,10.90,843,0.17,12.54,1111,0.27,23.98,848,0.02,20.32,949,0.05,20.72,1042,0.13,21.95,1016,0.05,20.75,971,13,10.00,154.07,cpu_bound
622,1,4096,253,0.15,7.32,1069,0.19,7.85,1097,0.30,9.47,912,0.19,7.81,1109,0.28,9.27,816,0.16,12.45,1151,0.05,10.76,1041,0.12,11.87,1187,0.23,13.49,1118,0.07,11.08,1035,0.03,10.44,702,0.15,12.28,815,0.08,11.21,1099,0.13,11.90,950,0.07,11.00,1063,0.24,23.59,845,0.15,22.27,1046,0.06,20.83,1055,0.21,23.13,1010,0.07,21.05,878,11,50.00,243.55,io_bound
623,1,4096,207,0.17,7.60,1124,0.07,5.99,808,0.26,8.93,1086,0.16,7.46,1081,0.29,9.34,964,0.08,11.18,826,0.01,10.21,661,0.04,10.60,862,0.04,10.64,992,0.07,11.01,1175,0.28,14.14,854,0.20,13.04,838,0.24,13.59,1073,0.29,14.39,1077,0.27,14.00,1119,0.02,20.32,1033,0.24,23.57,979,0.17,22.61,1017,0.10,21.51,924,0.09,21.29,1117,7,150.00,187.58,mixed
626,2,2048,122,0.23,8.51,1171,0.30,9.48,960,0.02,5.30,934,0.17,7.60,948,0.25,8.79,957,0.26,13.83,960,0.26,13.93,871,0.22,13.32,880,0.22,13.37,1020,0.02,10.33,1064,0.03,10.43,961,0.05,10.69,1067,0.16,12.38,874,0.23,13.39,1187,0.29,14.33,1145,0.17,22.59,830,0.24,23.66,1088,0.18,22.68,972,0.27,24.00,898,0.12,21.86,916,3,75.00,117.37,mixed
628,1,2048,275,0.11,6.64,1135,0.15,7.31,984,0.15,7.27,1032,0.05,5.82,557,0.07,6.06,1126,0.06,10.93,807,0.06,10.86,1133,0.21,13.13,1190,0.13,11.92,1190,0.11,11.69,1131,0.28,14.19,1066,0.18,12.66,1076,0.22,13.32,958,0.19,12.86,1006,0.28,14.23,884,0.04,20.62,1151,0.02,20.33,813,0.21,23.11,979,0.07,21.10,883,0.28,24.23,1057,4,10.00,246.64,cpu_bound
629,1,4096,178,0.10,6.44,1031,0.25,8.68,838,0.14,7.17,1138,0.30,9.48,966,0.27,9.11,993,0.15,12.21,1133,0.08,11.15,1188,0.21,13.21,1022,0.16,12.44,1045,0.07,11.03,982,0.06,10.94,804,0.30,14.47,1127,0.15,12.32,1171,0.11,11.70,988,0.19,12.90,1075,0.17,22.60,1115,0.17,22.58,1052,0.15,22.24,824,0.01,20.11,853,0.08,21.25,1154,19,150.00,160.85,mixed
630,1,4096,202,0.11,6.64,1047,0.10,6.49,899,0.24,8.62,815,0.02,5.37,930,0.15,7.30,1085,0.10,11.53,1197,0.11,11.66,855,0.14,12.14,1037,0.19,12.90,878,0.04,10.61,954,0.20,12.95,1121,0.22,13.30,1119,0.16,12.45,990,0.13,11.95,1048,0.26,13.92,1007,0.29,24.34,1174,0.02,20.37,920,0.24,23.57,1148,0.05,20.70,936,0.21,23.12,1014,4,150.00,183.11,mixed
633,2,2048,81,0.29,9.35,921,0.28,9.16,1102,0.05,5.75,856,0.06,5.86,859,0.05,5.82,1029,0.23,13.43,1164,0.24,13.64,807,0.27,14.03,1040,0.14,12.17,1028,0.07,11.06,889,0.14,12.16,1179,0.15,12.19,1082,0.25,13.71,1051,0.11,11.59,1089,0.16,12.39,1011,0.16,22.45,915,0.17,22.59,862,0.10,21.49,804,0.01,20.18,1161,0.05,20.81,828,3,25.00,70.24,io_bound
634,2,4096,180,0.28,9.26,886,0.24,8.64,1118,0.17,7.56,964,0.17,7.62,871,0.16,7.42,1179,0.04,10.67,887,0.26,13.92,1127,0.29,14.32,993,0.20,13.06,1026,0.01,10.13,944,0.14,12.11,1011,0.10,11.55,821,0.19,12.82,1194,0.26,13.90,1192,0.28,14.26,825,0.00,20.00,961,0.08,21.27,921,0.03,20.39,1089,0.24,23.57,958,0.28,24.27,1163,10,75.00,169.68,mixed
635,2,4096,266,0.19,7.90,1061,0.13,6.90,867,0.04,5.57,916,0.14,7.11,1065,0.16,7.35,1125,0.09,11.40,911,0.23,13.40,1167,0.24,13.61,1151,0.05,10.69,1007,0.10,11.51,949,0.15,12.25,1144,0.11,11.70,974,0.20,12.98,928,0.14,12.03,1056,0.20,12.93,1072,0.23,23.52,1043,0.04,20.66,844,0.22,23.31,1003,0.18,22.76,974,0.07,21.07,890,3,75.00,236.71,mixed
638,2,1024,194,0.21,8.13,834,0.30,9.44,879,0.28,9.15,1065,0.26,8.97,1156,0.18,7.66,1187,0.06,10.97,962,0.19,12.90,1025,0.01,10.14,1118,0.16,12.35,985,0.24,13.56,881,0.08,11.13,1147,0.00,10.04,624,0.11,11.69,991,0.15,12.22,909,0.28,14.20,968,0.27,24.02,835,0.04,20.53,911,0.28,24.14,844,0.14,22.05,1014,0.18,22.69,1069,12,5.00,185.12,cpu_bound
639,1,512,278,0.04,5.57,539,0.28,9.16,970,0.21,8.14,1163,0.29,9.40,978,0.07,6.05,856,0.26,13.86,1027,0.21,13.14,959,0.30,14.47,1075,0.11,11.60,1194,0.11,11.71,803,0.14,12.04,887,0.11,11.60,1157,0.07,11.08,1089,0.23,13.43,892,0.21,13.18,1062,0.21,23.20,829,0.10,21.49,948,0.22,23.24,1101,0.13,21.88,1150,0.04,20.53,1004,1,150.00,255.81,mixed
640,1,2048,105,0.04,5.64,805,0.17,7.57,1103,0.22,8.23,1043,0.06,5.96,860,0.05,5.69,860,0.23,13.45,923,0.12,11.75,1121,0.01,10.22,1068,0.13,11.88,1028,0.30,14.46,1002,0.25,13.69,1098,0.26,13.89,963,0.06,10.88,850,0.28,14.19,1134,0.26,13.88,1104,0.21,23.10,886,0.22,23.36,1162,0.27,24.02,1000,0.22,23.28,1168,0.14,22.12,987,8,10.00,103.13,cpu_bound
641,1,512,114,0.09,6.41,1161,0.14,7.12,811,0.15,7.31,1058,0.06,5.96,1164,0.20,7.95,1055,0.27,14.12,1192,0.16,12.39,874,0.00,10.00,805,0.28,14.18,1061,0.03,10.47,1086,0.06,10.94,1128,0.24,13.58,837,0.01,10.17,1072,0.11,11.62,986,0.19,12.91,1173,0.15,22.22,937,0.24,23.65,1136,0.16,22.44,897,0.23,23.45,938,0.18,22.70,1035,8,150.00,111.56,mixed
642,2,512,272,0.22,8.37,840,0.08,6.17,935,0.20,8.04,823,0.25,8.73,1075,0.20,8.04,1177,0.28,14.24,975,0.01,10.22,960,0.08,11.16,805,0.27,14.00,827,0.11,11.61,993,0.00,10.07,651,0.23,13.38,908,0.03,10.42,1173,0.04,10.58,813,0.23,13.51,925,0.19,22.92,878,0.00,20.05,987,0.02,20.25,1118,0.05,20.68,972,0.19,22.88,891,11,25.00,245.56,io_bound
645,1,4096,122,0.27,9.06,1054,0.02,5.28,919,0.12,6.79,839,0.29,9.28,1006,0.01,5.13,940,0.01,10.21,1184,0.25,13.77,1155,0.02,10.36,1036,0.24,13.55,846,0.16,12.38,830,0.12,11.86,925,0.27,14.03,828,0.22,13.25,836,0.25,13.81,1080,0.12,11.87,1077,0.24,23.64,824,0.19,22.86,820,0.26,23.97,831,0.24,23.59,862,0.07,21.11,873,5,10.00,114.67,cpu_bound
646,2,512,196,0.04,5.60,655,0.16,7.36,840,0.14,7.17,889,0.17,7.49,1071,0.12,6.81,1005,0.21,13.18,1080,0.05,10.79,897,0.03,10.45,1039,0.06,10.85,1034,0.10,11.44,1016,0.14,12.13,1191,0.07,11.08,1099,0.24,13.64,992,0.15,12.30,866,0.07,11.07,1046,0.06,20.87,1051,0.29,24.32,935,0.11,21.65,866,0.16,22.36,1099,0.15,22.29,1020,1,5.00,170.15,cpu_bound
647,1,512,234,0.11,6.64,934,0.18,7.68,1062,0.03,5.49,896,0.17,7.57,1190,0.06,5.94,963,0.20,13.06,1156,0.05,10.69,1149,0.06,10.97,1175,0.17,12.48,1152,0.18,12.67,824,0.08,11.14,1079,0.05,10.82,946,0.07,11.06,817,0.14,12.16,816,0.03,10.46,1180,0.00,20.06,1162,0.10,21.45,1015,0.21,23.09,1042,0.13,21.95,1041,0.08,21.17,874,3,50.00,219.33,io_bound
648,1,512,223,0.01,5.19,712,0.19,7.84,1112,0.17,7.60,990,0.25,8.79,975,0.24,8.53,1198,0.20,12.97,815,0.03,10.38,953,0.29,14.40,921,0.06,10.92,1037,0.30,14.47,895,0.03,10.48,1099,0.10,11.51,1060,0.01,10.19,1095,0.05,10.70,827,0.01,10.19,815,0.25,23.78,1103,0.14,22.16,880,0.10,21.48,1125,0.02,20.23,1077,0.09,21.30,1010,1,50.00,199.82,io_bound
650,2,1024,213,0.24,8.58,951,0.01,5.09,793,0.17,7.52,843,0.11,6.58,1106,0.07,6.00,999,0.25,13.78,989,0.23,13.44,866,0.13,12.02,1165,0.07,11.10,1025,0.26,13.90,1181,0.04,10.59,891,0.07,11.02,884,0.11,11.61,1033,0.14,12.17,833,0.04,10.62,806,0.25,23.81,1068,0.24,23.55,851,0.10,21.52,1084,0.06,20.95,1064,0.19,22.78,1152,2,25.00,201.30,io_bound
653,1,4096,131,0.26,8.90,960,0.18,7.66,1043,0.02,5.31,710,0.22,8.28,993,0.03,5.50,1118,0.05,10.72,882,0.15,12.22,1058,0.12,11.84,925,0.13,11.98,998,0.22,13.35,1012,0.02,10.25,1002,0.29,14.28,999,0.07,11.10,1004,0.01,10.19,878,0.26,13.88,1077,0.25,23.80,921,0.20,23.02,1051,0.11,21.71,1041,0.03,20.44,909,0.26,23.95,959,3,50.00,127.03,io_bound
655,2,4096,193,0.29,9.29,1023,0.14,7.15,1157,0.28,9.14,1148,0.05,5.76,975,0.04,5.61,740,0.19,12.92,1023,0.11,11.66,1023,0.25,13.70,1155,0.07,11.06,1085,0.26,13.92,1183,0.09,11.38,1177,0.03,10.44,1197,0.10,11.44,1150,0.11,11.68,806,0.29,14.38,1065,0.09,21.39,914,0.23,23.48,961,0.12,21.80,1039,0.09,21.31,1079,0.12,21.81,1159,5,25.00,177.32,io_bound
657,1,1024,231,0.15,7.27,1170,0.20,7.98,809,0.17,7.56,832,0.08,6.26,695,0.29,9.35,811,0.11,11.64,802,0.27,14.12,1179,0.12,11.79,862,0.09,11.40,1141,0.28,14.24,907,0.15,12.25,925,0.25,13.79,1011,0.10,11.50,842,0.24,13.64,1052,0.22,13.24,851,0.09,21.40,866,0.23,23.42,1145,0.03,20.44,801,0.27,23.98,1039,0.04,20.61,1071,4,150.00,197.61,mixed
659,2,1024,292,0.20,7.97,848,0.13,6.90,968,0.28,9.24,1117,0.11,6.66,852,0.11,6.70,1133,0.29,14.29,1189,0.08,11.23,1161,0.30,14.50,1125,0.27,13.99,835,0.26,13.95,857,0.04,10.64,1032,0.13,11.94,937,0.02,10.35,776,0.11,11.58,866,0.03,10.51,1146,0.22,23.32,1158,0.15,22.32,996,0.17,22.62,850,0.11,21.67,1142,0.04,20.63,1159,13,25.00,263.32,io_bound
660,1,2048,90,0.04,5.57,933,0.02,5.34,999,0.11,6.71,1112,0.10,6.50,1156,0.24,8.59,1013,0.10,11.45,924,0.08,11.18,1138,0.07,11.02,1141,0.28,14.18,801,0.11,11.66,882,0.21,13.21,1141,0.01,10.15,1081,0.26,13.96,838,0.04,10.61,862,0.10,11.45,886,0.17,22.61,880,0.05,20.77,1193,0.03,20.49,939,0.24,23.64,1172,0.23,23.40,1046,2,150.00,86.12,mixed
661,1,4096,229,0.26,8.91,967,0.19,7.87,859,0.00,5.05,825,0.00,5.01,710,0.17,7.49,1119,0.13,11.94,968,0.26,13.95,1038,0.22,13.37,1017,0.28,14.23,994,0.16,12.41,1001,0.23,13.50,927,0.28,14.21,937,0.26,13.95,853,0.03,10.51,970,0.03,10.38,962,0.08,21.25,1009,0.14,22.05,1123,0.29,24.29,1063,0.07,21.04,923,0.25,23.76,903,4,50.00,212.69,io_bound
664,2,4096,207,0.17,7.59,1107,0.04,5.53,880,0.18,7.75,898,0.19,7.81,1006,0.08,6.26,813,0.06,10.94,1093,0.15,12.24,868,0.23,13.42,1102,0.06,10.88,1002,0.06,10.96,885,0.11,11.66,1187,0.20,12.97,977,0.05,10.79,1045,0.12,11.78,859,0.29,14.28,888,0.23,23.47,1135,0.14,22.03,1189,0.09,21.34,970,0.08,21.21,1063,0.24,23.55,1029,2,75.00,190.87,mixed
665,1,512,267,0.18,7.72,1108,0.25,8.81,1090,0.08,6.20,820,0.25,8.71,1129,0.10,6.52,1159,0.29,14.41,1169,0.25,13.73,1177,0.05,10.75,1113,0.19,12.87,801,0.19,12.89,960,0.22,13.25,1048,0.01,10.12,831,0.06,10.90,856,0.20,12.97,820,0.17,12.62,1079,0.08,21.14,1133,0.06,20.84,1110,0.18,22.70,814,0.12,21.76,820,0.15,22.23,1134,12,50.00,247.31,io_bound
666,1,4096,131,0.22,8.36,1031,0.26,8.83,1060,0.01,5.10,891,0.07,6.00,1084,0.12,6.77,1070,0.20,13.01,1072,0.03,10.39,985,0.10,11.50,989,0.23,13.50,1160,0.16,12.39,902,0.26,13.93,1191,0.01,10.17,1072,0.01,10.16,939,0.27,14.00,932,0.24,13.66,802,0.20,22.97,821,0.19,22.80,1082,0.29,24.30,982,0.24,23.59,942,0.29,24.35,1037,3,150.00,127.24,mixed
667,1,1024,62,0.23,8.52,1024,0.08,6.25,1125,0.10,6.43,1054,0.27,9.03,926,0.04,5.62,1108,0.05,10.75,1105,0.22,13.34,1019,0.26,13.91,1179,0.04,10.54,884,0.01,10.16,1137,0.12,11.83,1050,0.27,13.98,1013,0.04,10.54,812,0.06,10.92,1025,0.29,14.38,1077,0.03,20.50,1193,0.03,20.43,1026,0.08,21.23,1038,0.14,22.03,835,0.17,22.60,1018,10,150.00,55.31,mixed
668,1,4096,223,0.22,8.33,948,0.26,8.83,849,0.06,5.93,881,0.06,5.90,967,0.09,6.39,818,0.22,13.31,1033,0.22,13.33,1079,0.26,13.97,833,0.18,12.71,858,0.15,12.19,1116,0.11,11.63,822,0.03,10.39,829,0.04,10.62,864,0.16,12.40,948,0.05,10.75,1018,0.11,21.64,1169,0.07,21.10,1161,0.29,24.32,1128,0.08,21.18,829,0.22,23.28,1155,12,150.00,205.52,mixed
669,1,4096,169,0.16,7.34,1165,0.27,9.00,826,0.13,6.97,999,0.23,8.38,834,0.29,9.35,817,0.21,13.16,866,0.25,13.72,815,0.27,14.03,993,0.21,13.18,942,0.14,12.12,1143,0.16,12.42,874,0.02,10.32,932,0.12,11.79,1039,0.18,12.73,837,0.29,14.39,1149,0.21,23.18,814,0.05,20.68,858,0.05,20.81,840,0.16,22.34,909,0.24,23.55,842,12,150.00,162.32,mixed
671,2,4096,112,0.07,6.03,1084,0.11,6.59,1041,0.27,9.02,967,0.25,8.70,956,0.05,5.75,935,0.11,11.59,914,0.20,13.04,1075,0.06,10.86,1164,0.06,10.92,1141,0.26,13.87,827,0.24,13.67,1091,0.26,13.85,1079,0.11,11.68,1047,0.27,14.12,977,0.09,11.28,1110,0.01,20.10,1051,0.21,23.18,1069,0.24,23.60,1118,0.01,20.16,1016,0.09,21.34,1129,5,75.00,102.72,mixed
672,1,4096,243,0.09,6.29,1163,0.25,8.68,1008,0.06,5.83,858,0.16,7.44,995,0.23,8.45,1196,0.04,10.63,924,0.27,14.05,894,0.07,11.11,1137,0.12,11.86,809,0.15,12.21,1192,0.06,10.89,863,0.06,10.84,847,0.05,10.72,1000,0.25,13.74,1093,0.08,11.20,1018,0.22,23.24,1035,0.27,24.02,1115,0.13,21.92,958,0.16,22.40,926,0.06,20.95,1088,3,10.00,215.47,cpu_bound
673,2,4096,129,0.23,8.39,966,0.25,8.76,909,0.17,7.59,875,0.22,8.31,1014,0.12,6.78,1082,0.09,11.35,908,0.25,13.71,885,0.15,12.26,940,0.02,10.32,1178,0.02,10.26,1003,0.03,10.43,1032,0.01,10.09,794,0.26,13.92,945,0.24,13.59,936,0.19,12.87,1122,0.04,20.53,1125,0.13,21.92,815,0.17,22.52,996,0.22,23.26,849,0.17,22.53,1191,12,25.00,121.26,io_bound
675,2,2048,275,0.12,6.86,861,0.03,5.41,798,0.24,8.65,901,0.13,6.88,1012,0.17,7.50,1108,0.10,11.52,899,0.05,10.69,866,0.21,13.19,1132,0.30,14.47,828,0.06,10.95,855,0.13,11.90,1163,0.04,10.55,1170,0.28,14.21,1036,0.17,12.51,1123,0.19,12.91,825,0.11,21.61,1099,0.20,22.99,871,0.19,22.80,895,0.06,20.93,1163,0.18,22.70,1039,2,5.00,265.61,cpu_bound
676,1,2048,266,0.03,5.40,753,0.03,5.44,1000,0.05,5.80,946,0.26,8.90,850,0.25,8.73,1093,0.21,13.12,929,0.24,13.62,1118,0.28,14.27,895,0.10,11.45,1199,0.09,11.31,996,0.08,11.19,840,0.14,12.13,948,0.16,12.36,1036,0.24,13.62,857,0.03,10.49,1050,0.24,23.55,1059,0.22,23.34,884,0.07,21.02,800,0.27,24.04,803,0.10,21.54,1045,1,10.00,257.32,cpu_bound
677,2,4096,175,0.18,7.77,840,0.27,9.06,979,0.16,7.33,887,0.15,7.29,1026,0.17,7.52,975,0.23,13.43,1164,0.15,12.21,1051,0.28,14.14,834,0.07,11.11,803,0.06,10.88,700,0.19,12.84,1176,0.19,12.89,844,0.12,11.86,1019,0.29,14.28,892,0.26,13.92,978,0.10,21.56,1159,0.29,24.41,845,0.04,20.56,995,0.07,21.10,889,0.12,21.82,907,10,25.00,159.63,io_bound
678,2,2048,247,0.26,8.88,1096,0.22,8.35,954,0.08,6.13,1191,0.10,6.50,813,0.21,8.22,1039,0.07,10.99,932,0.21,13.21,888,0.08,11.16,1027,0.07,11.10,1033,0.12,11.86,1118,0.25,13.79,1060,0.01,10.22,860,0.16,12.34,1072,0.13,11.95,1127,0.08,11.15,961,0.26,23.89,816,0.08,21.25,1109,0.10,21.52,1040,0.05,20.74,1050,0.04,20.64,860,12,25.00,235.55,io_bound
679,1,1024,174,0.19,7.81,1176,0.26,8.91,981,0.09,6.34,972,0.09,6.30,1191,0.28,9.16,1058,0.02,10.34,934,0.17,12.57,1045,0.24,13.63,1038,0.20,12.94,1095,0.20,13.06,1076,0.27,13.98,1075,0.21,13.12,1060,0.27,14.04,1092,0.01,10.22,957,0.04,10.61,847,0.20,23.02,884,0.07,21.01,968,0.20,23.05,829,0.19,22.89,910,0.01,20.08,913,14,10.00,166.61,cpu_bound
680,1,4096,129,0.26,8.97,1138,0.25,8.76,1159,0.15,7.32,1161,0.14,7.16,1048,0.23,8.48,884,0.23,13.42,868,0.18,12.65,1193,0.06,10.89,879,0.11,11.65,907,0.20,13.01,1115,0.12,11.74,806,0.22,13.35,1144,0.14,12.17,1135,0.28,14.16,1036,0.11,11.60,1098,0.23,23.50,1155,0.11,21.70,1135,0.00,20.01,809,0.15,22.18,1059,0.04,20.57,1113,18,150.00,121.01,mixed
682,1,1024,203,0.24,8.62,1079,0.27,8.98,810,0.03,5.52,992,0.20,7.94,1166,0.02,5.31,766,0.13,11.88,896,0.12,11.84,937,0.27,14.05,1041,0.12,11.82,889,0.12,11.75,1152,0.27,14.05,800,0.08,11.18,958,0.20,13.06,1175,0.00,10.07,884,0.06,10.97,973,0.03,20.45,1037,0.22,23.33,1094,0.28,24.23,1011,0.19,22.90,981,0.15,22.24,1036,5,10.00,196.39,cpu_bound
683,1,2048,71,0.04,5.66,1007,0.27,9.06,1064,0.15,7.25,966,0.12,6.81,882,0.19,7.84,809,0.26,13.97,909,0.15,12.23,1183,0.27,13.98,1056,0.13,11.88,1153,0.11,11.66,1123,0.03,10.43,899,0.28,14.26,1046,0.07,11.08,1193,0.01,10.15,758,0.29,14.41,1196,0.09,21.37,829,0.28,24.18,1178,0.27,24.09,984,0.12,21.77,889,0.30,24.48,1154,14,10.00,65.29,cpu_bound
685,1,2048,118,0.23,8.39,920,0.06,5.97,985,0.28,9.26,803,0.00,5.02,857,0.17,7.53,1167,0.03,10.48,1129,0.07,10.98,1130,0.13,12.01,1058,0.20,13.05,835,0.29,14.39,1128,0.09,11.36,863,0.13,11.92,940,0.05,10.76,1034,0.11,11.66,922,0.28,14.13,1170,0.02,20.32,1107,0.15,22.23,803,0.25,23.78,1104,0.11,21.58,989,0.12,21.87,1131,4,10.00,107.49,cpu_bound
687,1,2048,191,0.08,6.23,1109,0.23,8.49,1097,0.26,8.91,964,0.18,7.72,900,0.07,5.99,868,0.18,12.70,1044,0.03,10.52,937,0.08,11.16,1015,0.14,12.17,1146,0.12,11.76,1152,0.12,11.84,1039,0.16,12.46,812,0.25,13.69,1149,0.03,10.46,623,0.07,11.11,936,0.20,23.06,821,0.03,20.40,1071,0.10,21.55,1073,0.25,23.77,882,0.27,24.07,909,14,50.00,183.23,io_bound
688,1,1024,80,0.17,7.48,905,0.13,7.02,1039,0.03,5.40,1117,0.16,7.42,944,0.10,6.49,1061,0.11,11.67,1180,0.01,10.20,929,0.02,10.36,1150,0.28,14.24,902,0.10,11.52,975,0.07,10.99,1105,0.27,14.12,1133,0.18,12.76,1186,0.07,11.11,1127,0.08,11.13,1014,0.19,22.80,1039,0.22,23.23,969,0.06,20.92,840,0.25,23.81,1145,0.11,21.59,1069,3,50.00,70.71,io_bound
689,1,1024,100,0.17,7.60,1131,0.28,9.25,1125,0.20,8.06,880,0.29,9.31,871,0.10,6.51,838,0.14,12.11,964,0.07,10.98,802,0.17,12.56,1053,0.11,11.63,841,0.29,14.39,1085,0.18,12.77,1084,0.24,13.53,1077,0.05,10.79,1065,0.10,11.52,990,0.04,10.55,880,0.04,20.67,1174,0.14,22.17,923,0.00,20.02,1026,0.20,23.06,1070,0.20,23.04,929,15,10.00,96.22,cpu_bound
693,1,1024,264,0.15,7.25,984,0.02,5.33,667,0.15,7.31,836,0.25,8.71,1078,0.17,7.51,988,0.20,12.97,1180,0.24,13.60,897,0.09,11.32,928,0.22,13.25,1100,0.26,13.86,1107,0.24,13.53,1184,0.14,12.12,839,0.20,13.02,1198,0.18,12.73,938,0.25,13.77,1191,0.03,20.48,1107,0.18,22.77,1042,0.15,22.24,819,0.18,22.69,944,0.18,22.73,955,2,50.00,234.56,io_bound
694,1,4096,109,0.20,7.93,1114,0.19,7.80,1028,0.17,7.59,980,0.07,6.06,1128,0.26,8.94,1030,0.00,10.06,949,0.22,13.25,944,0.04,10.53,1160,0.24,13.58,1030,0.17,12.62,1121,0.07,11.10,1067,0.21,13.16,880,0.04,10.60,1016,0.03,10.49,1143,0.12,11.83,1158,0.25,23.75,1126,0.18,22.67,873,0.24,23.66,1185,0.03,20.52,1188,0.06,20.85,1123,6,50.00,98.08,io_bound
696,2,1024,106,0.27,9.05,1136,0.03,5.51,801,0.01,5.09,964,0.01,5.22,1085,0.10,6.57,1173,0.15,12.19,838,0.27,14.01,967,0.23,13.44,1148,0.07,11.07,1171,0.28,14.23,1030,0.10,11.51,926,0.10,11.46,944,0.26,13.96,824,0.24,13.60,1036,0.01,10.16,1090,0.23,23.46,1065,0.24,23.66,1123,0.24,23.53,952,0.25,23.70,1093,0.25,23.71,893,3,5.00,95.16,cpu_bound
